project,family,name,category,meaning,formula,parameters,direction,score,source_file,notes
qlib,Alpha158,VSUMN60,缩量占比,成交量减少总和 / 成交量绝对变化总和。,"Sum(Greater(Ref($volume, 1)-$volume, 0), 60)/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RESI10,趋势残差,"Resi($close,N)/$close，N日线性回归残差归一。","Resi($close, 10)/$close",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RESI20,趋势残差,"Resi($close,N)/$close，N日线性回归残差归一。","Resi($close, 20)/$close",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RESI30,趋势残差,"Resi($close,N)/$close，N日线性回归残差归一。","Resi($close, 30)/$close",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RESI5,趋势残差,"Resi($close,N)/$close，N日线性回归残差归一。","Resi($close, 5)/$close",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RESI60,趋势残差,"Resi($close,N)/$close，N日线性回归残差归一。","Resi($close, 60)/$close",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSQR10,趋势线性度,"Rsquare($close,N)，N日线性回归 R 方。","Rsquare($close, 10)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSQR20,趋势线性度,"Rsquare($close,N)，N日线性回归 R 方。","Rsquare($close, 20)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSQR30,趋势线性度,"Rsquare($close,N)，N日线性回归 R 方。","Rsquare($close, 30)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSQR5,趋势线性度,"Rsquare($close,N)，N日线性回归 R 方。","Rsquare($close, 5)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSQR60,趋势线性度,"Rsquare($close,N)，N日线性回归 R 方。","Rsquare($close, 60)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMIN10,距前低位置,"IdxMin($low,N)/N，N日最低价距当前的相对位置。","IdxMin($low, 10)/10",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMIN20,距前低位置,"IdxMin($low,N)/N，N日最低价距当前的相对位置。","IdxMin($low, 20)/20",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMIN30,距前低位置,"IdxMin($low,N)/N，N日最低价距当前的相对位置。","IdxMin($low, 30)/30",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMIN5,距前低位置,"IdxMin($low,N)/N，N日最低价距当前的相对位置。","IdxMin($low, 5)/5",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMIN60,距前低位置,"IdxMin($low,N)/N，N日最低价距当前的相对位置。","IdxMin($low, 60)/60",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMAX10,距前高位置,"IdxMax($high,N)/N，N日最高价距当前的相对位置。","IdxMax($high, 10)/10",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMAX20,距前高位置,"IdxMax($high,N)/N，N日最高价距当前的相对位置。","IdxMax($high, 20)/20",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMAX30,距前高位置,"IdxMax($high,N)/N，N日最高价距当前的相对位置。","IdxMax($high, 30)/30",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMAX5,距前高位置,"IdxMax($high,N)/N，N日最高价距当前的相对位置。","IdxMax($high, 5)/5",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMAX60,距前高位置,"IdxMax($high,N)/N，N日最高价距当前的相对位置。","IdxMax($high, 60)/60",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMD10,量变差值,(放量总和-缩量总和)/成交量绝对变化总和。,"(Sum(Greater($volume-Ref($volume, 1), 0), 10)-Sum(Greater(Ref($volume, 1)-$volume, 0), 10))/(Sum(Abs($volume-Ref($volume, 1)), 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMD20,量变差值,(放量总和-缩量总和)/成交量绝对变化总和。,"(Sum(Greater($volume-Ref($volume, 1), 0), 20)-Sum(Greater(Ref($volume, 1)-$volume, 0), 20))/(Sum(Abs($volume-Ref($volume, 1)), 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMD30,量变差值,(放量总和-缩量总和)/成交量绝对变化总和。,"(Sum(Greater($volume-Ref($volume, 1), 0), 30)-Sum(Greater(Ref($volume, 1)-$volume, 0), 30))/(Sum(Abs($volume-Ref($volume, 1)), 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMD5,量变差值,(放量总和-缩量总和)/成交量绝对变化总和。,"(Sum(Greater($volume-Ref($volume, 1), 0), 5)-Sum(Greater(Ref($volume, 1)-$volume, 0), 5))/(Sum(Abs($volume-Ref($volume, 1)), 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,VSUMD60,量变差值,(放量总和-缩量总和)/成交量绝对变化总和。,"(Sum(Greater($volume-Ref($volume, 1), 0), 60)-Sum(Greater(Ref($volume, 1)-$volume, 0), 60))/(Sum(Abs($volume-Ref($volume, 1)), 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,WVMA10,量权波动,成交量加权的价格变化波动率。,"Std(Abs($close/Ref($close, 1)-1)*$volume, 10)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,WVMA20,量权波动,成交量加权的价格变化波动率。,"Std(Abs($close/Ref($close, 1)-1)*$volume, 20)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,WVMA30,量权波动,成交量加权的价格变化波动率。,"Std(Abs($close/Ref($close, 1)-1)*$volume, 30)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,WVMA5,量权波动,成交量加权的价格变化波动率。,"Std(Abs($close/Ref($close, 1)-1)*$volume, 5)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,WVMA60,量权波动,成交量加权的价格变化波动率。,"Std(Abs($close/Ref($close, 1)-1)*$volume, 60)/(Mean(Abs($close/Ref($close, 1)-1)*$volume, 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSV10,高低区间位置,"(close-Min(low,N))/(Max(high,N)-Min(low,N))。","($close-Min($low, 10))/(Max($high, 10)-Min($low, 10)+1e-12)",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSV20,高低区间位置,"(close-Min(low,N))/(Max(high,N)-Min(low,N))。","($close-Min($low, 20))/(Max($high, 20)-Min($low, 20)+1e-12)",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSV30,高低区间位置,"(close-Min(low,N))/(Max(high,N)-Min(low,N))。","($close-Min($low, 30))/(Max($high, 30)-Min($low, 30)+1e-12)",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSV5,高低区间位置,"(close-Min(low,N))/(Max(high,N)-Min(low,N))。","($close-Min($low, 5))/(Max($high, 5)-Min($low, 5)+1e-12)",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,RSV60,高低区间位置,"(close-Min(low,N))/(Max(high,N)-Min(low,N))。","($close-Min($low, 60))/(Max($high, 60)-Min($low, 60)+1e-12)",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMXD10,高低点时序差,"(IdxMax(high,N)-IdxMin(low,N))/N，衡量高低点先后。","(IdxMax($high, 10)-IdxMin($low, 10))/10",window=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMXD20,高低点时序差,"(IdxMax(high,N)-IdxMin(low,N))/N，衡量高低点先后。","(IdxMax($high, 20)-IdxMin($low, 20))/20",window=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMXD30,高低点时序差,"(IdxMax(high,N)-IdxMin(low,N))/N，衡量高低点先后。","(IdxMax($high, 30)-IdxMin($low, 30))/30",window=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMXD5,高低点时序差,"(IdxMax(high,N)-IdxMin(low,N))/N，衡量高低点先后。","(IdxMax($high, 5)-IdxMin($low, 5))/5",window=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha158,IMXD60,高低点时序差,"(IdxMax(high,N)-IdxMin(low,N))/N，衡量高低点先后。","(IdxMax($high, 60)-IdxMin($low, 60))/60",window=60,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP0,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。",$vwap/$close,lag=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP1,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 1)/$close",lag=1,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP10,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 10)/$close",lag=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP11,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 11)/$close",lag=11,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP12,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 12)/$close",lag=12,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP13,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 13)/$close",lag=13,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP14,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 14)/$close",lag=14,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP15,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 15)/$close",lag=15,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP16,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 16)/$close",lag=16,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP17,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 17)/$close",lag=17,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP18,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 18)/$close",lag=18,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP19,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 19)/$close",lag=19,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP2,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 2)/$close",lag=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP20,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 20)/$close",lag=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP21,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 21)/$close",lag=21,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP22,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 22)/$close",lag=22,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP23,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 23)/$close",lag=23,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP24,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 24)/$close",lag=24,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP25,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 25)/$close",lag=25,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP26,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 26)/$close",lag=26,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP27,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 27)/$close",lag=27,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP28,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 28)/$close",lag=28,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP29,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 29)/$close",lag=29,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP3,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 3)/$close",lag=3,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP30,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 30)/$close",lag=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP31,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 31)/$close",lag=31,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP32,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 32)/$close",lag=32,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP33,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 33)/$close",lag=33,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP34,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 34)/$close",lag=34,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP35,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 35)/$close",lag=35,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP36,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 36)/$close",lag=36,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP37,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 37)/$close",lag=37,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP38,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 38)/$close",lag=38,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP39,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 39)/$close",lag=39,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP4,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 4)/$close",lag=4,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP40,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 40)/$close",lag=40,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP41,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 41)/$close",lag=41,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP42,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 42)/$close",lag=42,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP43,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 43)/$close",lag=43,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP44,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 44)/$close",lag=44,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP45,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 45)/$close",lag=45,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP46,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 46)/$close",lag=46,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP47,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 47)/$close",lag=47,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP48,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 48)/$close",lag=48,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP49,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 49)/$close",lag=49,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP5,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 5)/$close",lag=5,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP50,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 50)/$close",lag=50,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP51,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 51)/$close",lag=51,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP52,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 52)/$close",lag=52,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP53,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 53)/$close",lag=53,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP54,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 54)/$close",lag=54,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP55,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 55)/$close",lag=55,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP56,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 56)/$close",lag=56,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP57,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 57)/$close",lag=57,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP58,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 58)/$close",lag=58,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP59,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 59)/$close",lag=59,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP6,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 6)/$close",lag=6,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP7,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 7)/$close",lag=7,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP8,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 8)/$close",lag=8,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,VWAP9,60日均价序列,"Ref($vwap,N)/$close，过去 N 日成交均价相对当前收盘价。","Ref($vwap, 9)/$close",lag=9,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN0,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。",$open/$close,lag=0,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN1,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 1)/$close",lag=1,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN10,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 10)/$close",lag=10,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN11,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 11)/$close",lag=11,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN12,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 12)/$close",lag=12,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN13,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 13)/$close",lag=13,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN14,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 14)/$close",lag=14,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN15,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 15)/$close",lag=15,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN16,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 16)/$close",lag=16,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN17,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 17)/$close",lag=17,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN18,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 18)/$close",lag=18,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN19,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 19)/$close",lag=19,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN2,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 2)/$close",lag=2,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN20,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 20)/$close",lag=20,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN21,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 21)/$close",lag=21,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN22,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 22)/$close",lag=22,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN23,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 23)/$close",lag=23,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN24,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 24)/$close",lag=24,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN25,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 25)/$close",lag=25,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN26,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 26)/$close",lag=26,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN27,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 27)/$close",lag=27,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN28,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 28)/$close",lag=28,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN29,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 29)/$close",lag=29,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN3,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 3)/$close",lag=3,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN30,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 30)/$close",lag=30,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN31,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 31)/$close",lag=31,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN32,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 32)/$close",lag=32,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN33,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 33)/$close",lag=33,,,microsoft-qlib/qlib/contrib/data/loader.py,
qlib,Alpha360,OPEN34,60日开盘序列,"Ref($open,N)/$close，过去 N 日开盘价相对当前收盘价。","Ref($open, 34)/$close",lag=34,,,microsoft-qlib/qlib/contrib/data/loader.py,
